Year,County_of_Residence,State,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2018-01-01,"Calhoun County, AL",AL,1265,26.67,38.11,38.25,3168.14,28.85,10.45
2018-01-01,"Tulsa County, OK",OK,8933,28.13,38.18,38.25,3243.39,27.58,11.04
2018-01-01,"Carroll County, GA",GA,1540,27.2,38.5,38.5,3253.35,27.98,10.75
2018-01-01,"Saginaw County, MI",MI,2182,27.41,38.75,38.5,3226.9,28.85,11.58
2018-01-01,"Hillsborough County, FL",FL,17126,28.97,38.41,38.5,3230.36,26.75,10.64
2018-01-01,"Lake County, IN",IN,5785,28.12,38.41,38.5,3243.64,28.19,10.72
2018-01-01,"St. Tammany Parish, LA",LA,2932,29.12,38.31,38.5,3263.36,27.0,11.29
2018-01-01,"Osceola County, FL",FL,4437,28.64,38.3,38.5,3231.13,27.08,11.4
2018-01-01,"Sarpy County, NE",NE,2386,29.43,38.3,38.5,3344.03,26.98,12.4
2018-01-01,"Kane County, IL",IL,6337,29.63,38.29,38.5,3288.64,27.56,11.43
2018-01-01,"San Juan County, NM",NM,1444,27.5,38.62,38.5,3236.43,28.31,9.67
2018-01-01,"Douglas County, KS",KS,1116,29.43,38.44,38.5,3277.79,27.26,11.73
2018-01-01,"Denton County, TX",TX,9857,30.03,38.44,38.5,3291.52,26.38,10.85
2018-01-01,"Hays County, TX",TX,2572,29.41,38.35,38.5,3307.68,27.08,10.98
2018-01-01,"Davis County, UT",UT,5302,29.18,38.34,38.5,3277.75,26.28,11.4
2018-01-01,"Manatee County, FL",FL,3452,28.56,38.5,38.75,3293.64,27.28,11.04
2018-01-01,"New Haven County, CT",CT,8519,30.06,38.57,38.75,3280.8,27.47,13.18
2018-01-01,"San Mateo County, CA",CA,8330,32.38,38.65,38.75,3292.79,25.1,11.57
2018-01-01,"San Luis Obispo County, CA",CA,2445,30.08,38.64,38.75,3354.12,26.48,12.84
2018-01-01,"Canyon County, ID",ID,2918,27.71,38.47,38.75,3302.05,27.78,10.79
2018-01-01,"Cherokee County, GA",GA,2562,29.75,38.46,38.75,3319.59,26.94,11.79
2018-01-01,"Stanislaus County, CA",CA,7364,28.52,38.6,38.75,3334.05,28.31,13.14
2018-01-01,"Monterey County, CA",CA,5895,28.87,38.68,38.75,3318.25,27.98,12.25
2018-01-01,"Orange County, NY",NY,5065,29.74,38.83,39.0,3305.78,26.85,9.79
2018-01-01,"Marin County, CA",CA,2127,33.34,38.89,39.0,3373.09,24.97,10.28
2018-01-01,"Rapides Parish, LA",LA,1717,26.85,38.07,35.5,3153.45,28.03,10.82
2018-01-01,"Bossier Parish, LA",LA,1693,27.67,37.95,38.08,3181.81,27.55,11.62
2018-01-01,"Lexington County, SC",SC,3224,28.41,38.29,38.33,3263.56,28.38,11.41
2018-01-01,"Henry County, GA",GA,2705,28.65,38.11,38.33,3158.09,28.03,10.65
2018-01-01,"Orleans Parish, LA",LA,4656,29.09,38.09,38.33,3107.58,27.08,11.23
2018-01-01,"Miami-Dade County, FL",FL,31032,30.24,38.34,38.33,3227.87,25.84,11.9
2018-01-01,"Pulaski County, AR",AR,5123,28.06,38.17,38.33,3172.79,28.02,10.28
2018-01-01,"Brazos County, TX",TX,2584,28.32,38.33,38.58,3263.53,27.13,9.89
2018-01-01,"Salt Lake County, UT",UT,15998,29.02,38.41,38.58,3242.21,26.34,11.01
2018-01-01,"Clark County, NV",NV,26773,28.85,38.4,38.58,3219.97,26.66,11.89
2018-01-01,"Sullivan County, TN",TN,1506,27.36,38.46,38.58,3283.37,27.58,10.66
2018-01-01,"Jefferson County, KY",KY,9584,28.6,38.29,38.58,3248.57,27.2,11.77
2018-01-01,"Bronx County, NY",NY,20121,29.22,38.54,38.58,3194.43,27.29,10.16
2018-01-01,"Lake County, FL",FL,3368,28.48,38.35,38.58,3249.44,27.28,9.83
2018-01-01,"Unidentified Counties, MO",MO,30650,27.16,38.42,38.58,3289.12,27.61,11.05
2018-01-01,"Henrico County, VA",VA,3911,30.1,38.49,38.83,3268.36,26.96,11.79
2018-01-01,"Yolo County, CA",CA,2135,30.25,38.72,38.83,3367.47,27.38,12.16
2018-01-01,"Northampton County, PA",PA,2909,29.59,38.72,38.83,3289.97,27.24,13.91
2018-01-01,"Scott County, MN",MN,1717,30.74,38.63,38.83,3364.07,27.07,12.24
2018-01-01,"Lane County, OR",OR,3327,29.1,38.71,38.83,3347.4,27.11,11.92
2018-01-01,"Tazewell County, IL",IL,1391,28.63,38.54,38.83,3379.54,28.11,12.09
2018-01-01,"Unidentified Counties, WI",WI,20974,28.89,38.62,38.83,3377.02,28.21,11.64
2018-01-01,"Clark County, WA",WA,5482,29.21,38.77,38.83,3339.43,26.8,11.11
2018-01-01,"Randolph County, NC",NC,1520,27.65,38.42,38.83,3286.17,28.12,11.21
2018-01-01,"Ocean County, NJ",NJ,9015,29.58,38.88,39.08,3344.46,25.4,10.96
2018-01-01,"St. Louis city, MO",MO,4127,28.67,38.15,38.16,3124.88,27.27,9.79
2018-01-01,"Nueces County, TX",TX,4569,27.57,38.15,38.16,3212.21,28.37,8.92
2018-01-01,"Marion County, IN",IN,14036,28.2,38.33,38.41,3228.69,28.33,10.78
2018-01-01,"El Paso County, TX",TX,11721,27.09,38.32,38.41,3194.88,27.04,9.84
2018-01-01,"Alachua County, FL",FL,2733,29.17,38.26,38.41,3189.99,26.97,10.74
2018-01-01,"Gwinnett County, GA",GA,10855,29.89,38.34,38.41,3209.3,26.73,12.24
2018-01-01,"Wilson County, TN",TN,1651,28.94,38.34,38.41,3287.09,26.71,11.79
2018-01-01,"Craven County, NC",NC,1337,26.94,38.5,38.66,3257.81,27.84,12.56
2018-01-01,"Rock County, WI",WI,1869,27.95,38.32,38.66,3285.34,28.45,11.79
2018-01-01,"Luzerne County, PA",PA,3310,28.2,38.48,38.66,3250.38,27.41,11.87
2018-01-01,"Atlantic County, NJ",NJ,2797,28.97,38.56,38.66,3268.27,27.25,9.96
2018-01-01,"Hernando County, FL",FL,1617,27.94,38.38,38.66,3272.6,26.67,11.21
2018-01-01,"Denver County, CO",CO,9424,30.26,38.63,38.66,3177.99,25.93,10.62
2018-01-01,"Warren County, OH",OH,2306,29.88,38.46,38.66,3328.96,26.51,11.98
2018-01-01,"Citrus County, FL",FL,1025,27.49,38.37,38.66,3266.28,27.98,10.36
2018-01-01,"Porter County, IN",IN,1677,28.86,38.53,38.66,3343.58,28.05,10.74
2018-01-01,"Durham County, NC",NC,4152,29.91,38.52,38.66,3252.58,26.94,13.53
2018-01-01,"Olmsted County, MN",MN,2035,30.36,38.83,38.91,3354.74,26.61,9.47
2018-01-01,"Cowlitz County, WA",WA,1235,27.54,38.64,38.91,3360.75,27.97,12.12
2018-01-01,"St. Lawrence County, NY",NY,1080,27.85,38.7,38.91,3361.77,29.35,10.58
2018-01-01,"Allen County, OH",OH,1248,27.23,38.12,38.24,3234.87,28.01,11.88
2018-01-01,"Bibb County, GA",GA,2063,26.92,37.93,38.24,3078.7,28.48,12.17
2018-01-01,"Peoria County, IL",IL,2504,27.86,38.25,38.49,3232.15,28.43,11.43
2018-01-01,"Fulton County, GA",GA,12652,30.02,38.3,38.49,3152.2,26.43,10.98
2018-01-01,"Washington County, AR",AR,3227,27.89,38.28,38.49,3249.12,27.24,10.57
2018-01-01,"Unidentified Counties, KS",KS,16535,27.53,38.44,38.49,3300.32,27.87,11.01
2018-01-01,"Coweta County, GA",GA,1575,28.65,38.17,38.49,3241.87,27.42,11.62
2018-01-01,"Jefferson County, CO",CO,5654,30.8,38.75,38.74,3213.86,25.4,10.32
2018-01-01,"Unidentified Counties, MN",MN,22480,28.85,38.58,38.74,3375.57,27.98,11.37
2018-01-01,"Greene County, MO",MO,3309,27.63,38.49,38.74,3329.12,27.16,11.48
2018-01-01,"Johnson County, IA",IA,1735,30.63,38.55,38.74,3339.94,26.11,11.09
2018-01-01,"Eaton County, MI",MI,1106,28.38,38.79,38.74,3349.34,28.17,14.55
2018-01-01,"Sheboygan County, WI",WI,1270,28.86,38.61,38.74,3338.49,27.69,12.27
2018-01-01,"Worcester County, MA",MA,8335,30.11,38.59,38.74,3289.9,27.08,11.56
2018-01-01,"Clackamas County, OR",OR,3886,30.22,38.82,38.99,3393.7,26.84,11.74
2018-01-01,"Santa Cruz County, CA",CA,2449,30.64,38.81,38.99,3345.75,26.59,12.74
2018-01-01,"Whatcom County, WA",WA,2161,29.66,38.84,38.99,3405.0,26.4,10.4
2018-01-01,"Boone County, MO",MO,2050,29.19,38.41,38.32,3251.52,26.87,11.25
2018-01-01,"Gregg County, TX",TX,1644,26.73,38.07,38.32,3213.49,27.94,11.26
2018-01-01,"Madison County, IL",IL,2865,28.42,38.15,38.32,3227.49,28.46,10.87
2018-01-01,"Madison County, IN",IN,1409,26.67,38.23,38.32,3243.34,28.26,11.37
2018-01-01,"Livingston Parish, LA",LA,1771,27.37,38.2,38.32,3252.71,27.81,11.2
2018-01-01,"Guadalupe County, TX",TX,1848,28.66,38.19,38.32,3269.54,27.74,10.51
2018-01-01,"Harris County, TX",TX,67095,28.82,38.19,38.32,3203.57,27.27,9.86
2018-01-01,"Allen County, IN",IN,5240,27.89,38.5,38.57,3248.63,27.8,11.53
2018-01-01,"Dallas County, TX",TX,38182,28.48,38.4,38.57,3235.31,25.92,9.77
2018-01-01,"Benton County, AR",AR,3778,28.32,38.31,38.57,3291.23,27.05,11.37
2018-01-01,"Minnehaha County, SD",SD,2891,28.93,38.64,38.57,3314.61,26.76,11.36
2018-01-01,"Hudson County, NJ",NJ,10234,31.08,38.45,38.57,3206.6,25.47,10.26
2018-01-01,"Okaloosa County, FL",FL,2717,28.22,38.28,38.57,3267.95,26.76,12.24
2018-01-01,"Comanche County, OK",OK,1681,26.46,38.36,38.57,3258.82,27.63,10.57
2018-01-01,"Arapahoe County, CO",CO,7401,29.85,38.52,38.57,3181.65,26.4,10.19
2018-01-01,"Johnson County, TX",TX,2110,27.36,38.43,38.57,3313.48,27.78,9.35
2018-01-01,"Brunswick County, NC",NC,987,28.21,38.34,38.57,3258.77,27.53,11.18
2018-01-01,"Howard County, MD",MD,3405,31.64,38.42,38.57,3240.04,25.95,10.55
2018-01-01,"Ada County, ID",ID,4861,29.6,38.58,38.82,3311.9,26.0,12.12
2018-01-01,"Cumberland County, NC",NC,5401,27.22,38.32,38.82,3217.31,27.46,11.45
2018-01-01,"Dutchess County, NY",NY,2549,30.54,38.64,38.82,3328.57,27.83,12.01
2018-01-01,"York County, ME",ME,1865,29.47,38.63,38.82,3341.72,27.55,13.3
2018-01-01,"Wright County, MN",MN,1767,29.86,38.63,38.82,3423.11,27.3,11.57
2018-01-01,"Placer County, CA",CA,3663,30.99,38.78,38.82,3373.06,25.99,12.16
2018-01-01,"Unidentified Counties, PA",PA,15927,27.82,38.61,38.82,3310.5,27.75,11.12
2018-01-01,"Unidentified Counties, RI",RI,1015,30.95,38.79,39.07,3348.45,26.09,12.49
2018-01-01,"Muscogee County, GA",GA,2864,27.32,38.07,38.15,3148.08,27.32,11.53
2018-01-01,"Lee County, AL",AL,1810,28.18,38.24,38.4,3218.48,27.38,12.89
2018-01-01,"Muskegon County, MI",MI,2051,26.91,38.15,38.4,3218.18,28.37,11.03
2018-01-01,"Unidentified Counties, OK",OK,23234,26.68,38.23,38.4,3273.12,28.06,10.82
2018-01-01,"Milwaukee County, WI",WI,13032,28.53,38.23,38.4,3174.61,28.23,11.8
2018-01-01,"Broward County, FL",FL,21928,30.35,38.31,38.4,3197.63,26.43,10.38
2018-01-01,"Delaware County, IN",IN,1072,27.4,38.3,38.4,3286.31,28.3,11.6
2018-01-01,"Wayne County, MI",MI,22910,28.23,38.29,38.4,3175.08,28.2,11.57
2018-01-01,"Macon County, IL",IL,1269,27.05,38.27,38.4,3249.77,28.98,11.32
2018-01-01,"Cuyahoga County, OH",OH,13870,28.86,38.26,38.4,3182.93,27.5,11.74
2018-01-01,"Merced County, CA",CA,3875,27.98,38.5,38.65,3309.74,29.14,10.5
2018-01-01,"Schuylkill County, PA",PA,1272,27.87,38.5,38.65,3292.76,27.7,11.58
2018-01-01,"Monroe County, PA",PA,1518,29.09,38.58,38.65,3260.31,27.68,12.44
2018-01-01,"DuPage County, IL",IL,10298,31.2,38.49,38.65,3303.16,26.23,12.24
2018-01-01,"Schenectady County, NY",NY,1840,29.35,38.57,38.65,3267.93,28.38,11.49
2018-01-01,"Pinal County, AZ",AZ,4498,27.81,38.48,38.65,3310.29,28.09,11.67
2018-01-01,"Montgomery County, MD",MD,12401,31.77,38.56,38.65,3293.84,25.84,11.23
2018-01-01,"Washington County, WI",WI,1300,30.32,38.39,38.65,3335.41,27.4,13.03
2018-01-01,"Unidentified Counties, CO",CO,8105,29.0,38.55,38.65,3156.18,26.33,10.6
2018-01-01,"Honolulu County, HI",HI,12168,29.7,38.38,38.65,3226.58,26.83,9.99
2018-01-01,"Johnson County, KS",KS,7140,30.65,38.54,38.65,3350.41,26.17,11.77
2018-01-01,"Santa Fe County, NM",NM,1180,28.78,38.45,38.65,3117.33,26.22,10.03
2018-01-01,"Hartford County, CT",CT,9239,30.06,38.42,38.65,3257.06,27.22,11.74
2018-01-01,"Iredell County, NC",NC,1891,28.62,38.42,38.65,3266.94,27.29,11.58
2018-01-01,"Unidentified Counties, OH",OH,30582,27.33,38.42,38.65,3303.36,27.84,11.54
2018-01-01,"El Dorado County, CA",CA,1674,30.5,38.74,38.9,3331.94,25.83,10.69
2018-01-01,"Cumberland County, PA",PA,2597,29.4,38.74,38.9,3342.85,26.85,10.69
2018-01-01,"King County, WA",WA,24347,31.57,38.73,38.9,3317.72,25.58,11.34
2018-01-01,"Unidentified Counties, WA",WA,12152,28.26,38.64,38.9,3359.64,27.63,10.94
2018-01-01,"Shasta County, CA",CA,1966,28.45,38.79,38.9,3334.3,26.86,11.11
2018-01-01,"Kitsap County, WA",WA,2994,28.93,38.7,38.9,3382.16,26.9,10.22
2018-01-01,"Oswego County, NY",NY,1217,28.14,38.81,39.15,3399.0,29.51,12.62
2018-01-01,"Unidentified Counties, LA",LA,18874,26.78,37.99,37.9,3168.63,28.54,11.93
2018-01-01,"Vigo County, IN",IN,1131,26.84,38.21,38.23,3261.14,27.86,11.41
2018-01-01,"Lubbock County, TX",TX,3896,27.34,38.33,38.48,3220.78,27.81,10.6
2018-01-01,"Charlotte County, FL",FL,1040,28.04,38.32,38.48,3213.5,27.61,9.35
2018-01-01,"Escambia County, FL",FL,3733,27.59,38.22,38.48,3220.72,27.7,10.48
2018-01-01,"Charleston County, SC",SC,4861,30.02,38.3,38.48,3228.74,26.5,10.69
2018-01-01,"Hardin County, KY",KY,1431,27.33,38.28,38.48,3284.02,28.61,9.92
2018-01-01,"Ellis County, TX",TX,2214,28.08,38.35,38.48,3293.55,27.89,10.17
2018-01-01,"Frederick County, MD",MD,2969,30.26,38.5,38.73,3322.29,26.61,10.91
2018-01-01,"Jackson County, MI",MI,1741,27.34,38.5,38.73,3267.48,28.2,12.11
2018-01-01,"Allegan County, MI",MI,1416,28.46,38.58,38.73,3392.26,27.94,12.04
2018-01-01,"Whitfield County, GA",GA,1300,27.32,38.41,38.73,3281.02,28.93,12.17
2018-01-01,"Warren County, NJ",NJ,1020,30.3,38.56,38.73,3296.84,27.25,12.05
2018-01-01,"Ventura County, CA",CA,9065,30.08,38.64,38.73,3321.65,26.94,12.38
2018-01-01,"Berrien County, MI",MI,1674,28.1,38.63,38.73,3291.82,28.37,11.52
2018-01-01,"Kent County, MI",MI,8648,28.88,38.54,38.73,3306.64,27.77,11.67
2018-01-01,"Beaver County, PA",PA,1575,28.86,38.61,38.73,3293.48,27.22,11.44
2018-01-01,"Mercer County, PA",PA,1078,27.85,38.44,38.73,3254.28,27.28,10.85
2018-01-01,"Kenosha County, WI",WI,1788,28.61,38.52,38.73,3296.49,28.36,11.56
2018-01-01,"Adams County, CO",CO,6293,28.81,38.6,38.73,3199.97,27.48,10.33
2018-01-01,"Franklin County, MO",MO,1174,27.89,38.43,38.73,3322.01,27.98,11.79
2018-01-01,"Chesterfield County, VA",VA,3841,29.93,38.43,38.73,3289.78,27.67,11.34
2018-01-01,"Kings County, NY",NY,38574,30.39,38.68,38.73,3236.79,25.04,10.96
2018-01-01,"Suffolk County, MA",MA,9072,31.15,38.59,38.73,3244.73,26.04,11.85
2018-01-01,"Unidentified Counties, VT",VT,4040,29.26,38.74,38.98,3337.27,28.2,12.9
2018-01-01,"Unidentified Counties, NH",NH,2753,28.99,38.82,38.98,3365.34,27.44,12.5
2018-01-01,"Barnstable County, MA",MA,1496,30.74,38.78,38.98,3371.01,26.36,11.16
2018-01-01,"Ulster County, NY",NY,1546,29.83,38.85,38.98,3344.49,27.78,10.92
2018-01-01,"Kanawha County, WV",WV,1864,27.29,37.95,38.06,3216.66,27.7,10.7
2018-01-01,"Lafayette Parish, LA",LA,3242,28.42,38.24,38.31,3235.51,27.11,13.86
2018-01-01,"St. Louis County, MO",MO,11368,29.63,38.24,38.31,3217.56,26.95,11.03
2018-01-01,"Bexar County, TX",TX,26562,28.25,38.18,38.31,3226.31,27.75,10.75
2018-01-01,"Fond du Lac County, WI",WI,1073,28.62,38.41,38.56,3327.55,28.46,11.28
2018-01-01,"Unidentified Counties, IL",IL,21369,27.67,38.31,38.56,3291.15,28.51,12.11
2018-01-01,"St. Lucie County, FL",FL,3123,28.6,38.38,38.56,3237.11,27.47,10.15
2018-01-01,"Clay County, MO",MO,3105,29.08,38.46,38.56,3311.04,27.17,11.3
2018-01-01,"Berkeley County, SC",SC,2801,28.43,38.29,38.56,3256.49,28.2,10.86
2018-01-01,"Lee County, FL",FL,6793,28.57,38.37,38.56,3254.16,27.25,10.09
2018-01-01,"Greenville County, SC",SC,6225,28.92,38.37,38.56,3269.86,27.26,12.52
2018-01-01,"Monroe County, MI",MI,1468,28.51,38.44,38.56,3331.18,28.17,13.01
2018-01-01,"Bell County, TX",TX,5889,27.13,38.35,38.56,3229.86,27.31,11.49
2018-01-01,"San Francisco County, CA",CA,8697,33.31,38.75,38.81,3272.53,24.07,11.12
2018-01-01,"Berkshire County, MA",MA,1002,29.46,38.75,38.81,3287.72,26.99,11.98
2018-01-01,"Yuma County, AZ",AZ,3034,27.06,38.57,38.81,3336.28,28.52,9.7
2018-01-01,"Hampden County, MA",MA,4926,28.55,38.57,38.81,3281.32,27.89,11.3
2018-01-01,"Missoula County, MT",MT,1063,29.63,38.57,38.81,3275.99,25.97,10.98
2018-01-01,"Ramsey County, MN",MN,7517,29.62,38.65,38.81,3281.27,27.13,11.33
2018-01-01,"Pierce County, WA",WA,11478,28.85,38.63,38.81,3337.81,27.62,11.08
2018-01-01,"Hennepin County, MN",MN,15845,30.91,38.71,38.81,3315.62,26.51,12.0
2018-01-01,"Solano County, CA",CA,5033,29.57,38.68,38.81,3330.54,27.67,11.36
2018-01-01,"Spotsylvania County, VA",VA,1503,29.06,38.42,38.81,3299.24,27.77,11.22
2018-01-01,"Plymouth County, MA",MA,5028,31.18,38.67,38.81,3341.9,26.56,12.33
2018-01-01,"Unidentified Counties, NJ",NJ,1433,28.52,38.67,38.81,3315.64,27.56,9.91
2018-01-01,"Jackson County, OR",OR,2199,28.72,38.67,38.81,3335.41,26.84,11.64
2018-01-01,"Centre County, PA",PA,1171,30.06,38.97,39.06,3368.83,26.07,12.88
2018-01-01,"Sangamon County, IL",IL,2240,28.62,38.03,38.14,3178.69,28.67,11.33
2018-01-01,"Cameron County, TX",TX,6306,26.83,38.03,38.14,3192.97,28.5,11.11
2018-01-01,"Horry County, SC",SC,3153,28.08,38.24,38.39,3264.39,27.77,12.62
2018-01-01,"Baldwin County, AL",AL,2290,28.01,38.23,38.39,3258.78,27.28,11.41
2018-01-01,"Tangipahoa Parish, LA",LA,1916,26.97,38.39,38.39,3187.49,28.42,11.22
2018-01-01,"Unidentified Counties, AR",AR,20422,26.3,38.22,38.39,3215.35,28.48,10.38
2018-01-01,"Douglas County, NE",NE,8342,29.26,38.27,38.39,3277.48,26.9,12.17
2018-01-01,"Camden County, NJ",NJ,6157,29.59,38.5,38.64,3254.0,28.04,10.07
2018-01-01,"Middlesex County, NJ",NJ,8872,30.8,38.5,38.64,3238.65,26.51,10.69
2018-01-01,"Wood County, OH",OH,1267,28.83,38.4,38.64,3316.79,27.36,12.75
2018-01-01,"Unidentified Counties, NE",NE,10867,28.16,38.53,38.64,3325.66,27.51,11.15
2018-01-01,"Pasco County, FL",FL,5084,28.62,38.44,38.64,3275.23,27.09,10.88
2018-01-01,"Lycoming County, PA",PA,1202,27.79,38.34,38.64,3283.35,27.55,11.55
2018-01-01,"Harford County, MD",MD,2638,30.15,38.42,38.64,3323.43,27.41,11.36
2018-01-01,"Livingston County, MI",MI,1704,30.34,38.64,38.89,3369.81,26.89,14.39
2018-01-01,"Oneida County, NY",NY,2500,28.51,38.7,38.89,3321.31,28.11,12.18
2018-01-01,"Lancaster County, PA",PA,6975,28.83,38.7,38.89,3364.83,26.38,10.77
2018-01-01,"Unidentified Counties, ME",ME,3952,28.09,38.69,38.89,3340.39,28.32,13.03
2018-01-01,"Multnomah County, OR",OR,8211,30.86,38.77,38.89,3334.1,26.27,11.46
2018-01-01,"Richland County, SC",SC,4693,28.81,38.12,38.22,3173.16,28.78,11.68
2018-01-01,"Jefferson County, TX",TX,3468,27.02,38.19,38.22,3186.6,27.73,10.37
2018-01-01,"Montgomery County, TN",TN,3513,27.1,38.32,38.47,3274.52,26.71,11.89
2018-01-01,"Jackson County, MO",MO,9065,28.11,38.39,38.47,3231.8,27.49,10.53
2018-01-01,"Clarke County, GA",GA,1351,28.68,38.29,38.47,3180.32,27.73,10.01
2018-01-01,"Unidentified Counties, KY",KY,33368,26.73,38.2,38.47,3258.37,28.26,11.92
2018-01-01,"Clark County, OH",OH,1552,26.53,38.28,38.47,3264.25,28.58,10.24
2018-01-01,"Hamilton County, OH",OH,10835,28.8,38.36,38.47,3229.2,27.0,11.43
2018-01-01,"Grayson County, TX",TX,1662,26.72,38.27,38.47,3239.68,27.59,11.48
2018-01-01,"Waukesha County, WI",WI,3918,31.16,38.49,38.72,3364.92,26.47,13.35
2018-01-01,"Lebanon County, PA",PA,1562,27.94,38.55,38.72,3292.37,27.22,11.61
2018-01-01,"Davidson County, NC",NC,1751,27.41,38.21,38.72,3227.17,28.02,13.24
2018-01-01,"Washoe County, NV",NV,5399,28.84,38.46,38.72,3237.18,27.0,9.96
2018-01-01,"Union County, NC",NC,2456,29.74,38.53,38.72,3321.01,27.1,12.38
2018-01-01,"Harnett County, NC",NC,1845,28.4,38.36,38.72,3274.44,27.36,10.83
2018-01-01,"Indian River County, FL",FL,1294,28.79,38.44,38.72,3272.38,27.53,12.65
2018-01-01,"Fayette County, PA",PA,1326,27.28,38.44,38.72,3256.16,27.97,12.37
2018-01-01,"Bay County, MI",MI,947,27.83,38.78,38.97,3342.42,28.54,13.91
2018-01-01,"Caddo Parish, LA",LA,3072,26.99,37.79,37.72,3098.81,28.45,11.36
2018-01-01,"East Baton Rouge Parish, LA",LA,5780,28.15,38.01,38.05,3121.64,27.91,10.4
2018-01-01,"Unidentified Counties, MS",MS,25808,26.6,37.92,38.05,3128.06,28.93,11.61
2018-01-01,"Taylor County, TX",TX,2044,26.95,38.15,38.3,3226.55,27.49,9.72
2018-01-01,"Unidentified Counties, UT",UT,6460,28.05,38.33,38.55,3233.17,26.46,11.13
2018-01-01,"Fairfield County, OH",OH,1669,28.73,38.41,38.55,3282.31,27.0,11.48
2018-01-01,"Leon County, FL",FL,2915,28.73,38.4,38.55,3215.33,27.49,11.28
2018-01-01,"Macomb County, MI",MI,9171,29.26,38.4,38.55,3256.85,27.55,12.59
2018-01-01,"Ashtabula County, OH",OH,1108,27.11,38.39,38.55,3279.16,27.81,10.02
2018-01-01,"Larimer County, CO",CO,3219,30.1,38.54,38.55,3209.08,25.75,12.35
2018-01-01,"Beaufort County, SC",SC,1912,28.42,38.44,38.55,3257.45,26.93,11.71
2018-01-01,"Unidentified Counties, NM",NM,9360,26.93,38.43,38.55,3177.2,27.71,9.99
2018-01-01,"El Paso County, CO",CO,9107,28.47,38.42,38.55,3167.07,26.8,9.52
2018-01-01,"Westmoreland County, PA",PA,2849,29.2,38.56,38.8,3298.6,27.11,13.49
2018-01-01,"Hunterdon County, NJ",NJ,968,32.36,38.62,38.8,3334.07,25.71,12.15
2018-01-01,"Richmond County, NY",NY,5186,30.78,38.61,38.8,3234.07,26.01,12.89
2018-01-01,"Norfolk County, MA",MA,7033,32.39,38.69,38.8,3323.12,25.32,12.11
2018-01-01,"Henderson County, NC",NC,1093,28.24,38.52,38.8,3294.3,27.05,13.42
2018-01-01,"Ontario County, NY",NY,966,29.62,38.6,38.8,3351.26,27.3,10.99
2018-01-01,"Butte County, CA",CA,2430,28.78,38.76,38.8,3344.58,27.39,11.14
2018-01-01,"Kootenai County, ID",ID,1732,28.46,38.71,39.05,3372.6,26.41,12.68
2018-01-01,"Calhoun County, MI",MI,1537,27.2,38.69,39.05,3292.08,28.11,13.95
2018-01-01,"Linn County, OR",OR,1518,28.03,38.77,39.05,3390.79,28.03,11.66
2018-01-01,"Unidentified Counties, MA",MA,802,30.54,39.02,39.05,3402.09,26.37,13.41
2018-01-01,"Spokane County, WA",WA,5737,28.63,38.6,39.05,3303.0,27.08,11.51
2018-01-01,"Ouachita Parish, LA",LA,2063,27.1,37.82,37.8,3093.91,29.12,11.6
2018-01-01,"Wyandotte County, KS",KS,2614,27.26,38.33,38.38,3218.73,28.42,10.25
2018-01-01,"Shawnee County, KS",KS,2123,27.65,38.24,38.38,3281.15,28.26,11.22
2018-01-01,"Tuscaloosa County, AL",AL,2406,27.43,38.23,38.38,3193.12,28.09,9.79
2018-01-01,"Fayette County, KY",KY,3921,29.16,38.23,38.38,3237.39,26.95,12.33
2018-01-01,"Baltimore city, MD",MD,7681,28.47,38.23,38.38,3137.87,27.88,10.3
2018-01-01,"Tarrant County, TX",TX,27280,28.67,38.3,38.38,3240.75,27.36,9.35
2018-01-01,"Essex County, NJ",NJ,10425,30.31,38.37,38.38,3206.8,27.06,9.68
2018-01-01,"DeKalb County, GA",GA,10785,29.56,38.43,38.38,3177.76,26.61,10.65
2018-01-01,"Unidentified Counties, GA",GA,41000,26.97,38.17,38.38,3197.04,28.46,11.24
2018-01-01,"Santa Rosa County, FL",FL,1953,28.6,38.33,38.63,3295.36,26.44,11.53
2018-01-01,"York County, PA",PA,4707,28.48,38.49,38.63,3296.1,27.61,11.72
2018-01-01,"Lake County, IL",IL,7095,30.2,38.48,38.63,3304.09,27.31,11.81
2018-01-01,"Summit County, OH",OH,5934,28.62,38.48,38.63,3256.73,27.23,11.72
2018-01-01,"Brevard County, FL",FL,5309,28.86,38.39,38.63,3270.87,26.87,10.43
2018-01-01,"Cabarrus County, NC",NC,2509,29.44,38.39,38.63,3243.32,27.72,11.83
2018-01-01,"Suffolk County, NY",NY,15278,30.85,38.47,38.63,3266.46,26.97,10.94
2018-01-01,"Greene County, OH",OH,1720,28.81,38.46,38.63,3325.44,27.44,11.99
2018-01-01,"Los Angeles County, CA",CA,110271,30.4,38.54,38.63,3260.45,26.6,12.19
2018-01-01,"Clark County, IN",IN,1396,27.93,38.37,38.63,3290.45,27.98,10.88
2018-01-01,"Hampton city, VA",VA,1645,27.73,38.37,38.63,3204.05,28.44,12.11
2018-01-01,"Berks County, PA",PA,4602,28.25,38.45,38.63,3278.7,27.46,14.78
2018-01-01,"Utah County, UT",UT,11514,28.43,38.45,38.63,3306.59,25.6,11.25
